url,type
https://mitsui-jyuku.mixh.jp/uploads/4944d4fe8115bf6b56a9f2357e2c9e699c5.exe,malware
ib2-bradeesco.comuf.com/,benign
5starhiphop.com/2008/kanye-west-feat-kid-cudi-paranoid/,benign
facebook.com/people/Jean-Claude-Allard/1218798359,benign
bigsoccer.com/forum/showthread.php?t=545233,benign
allmusic.com/album/deviant-r480234,benign
tvguide.com/celebrities/marguerite-chapman/163993,benign
trulia.com/MN/Le_Center/56057/,benign
maxalbums.com/index.php?artist=William%20Bell&album=,benign
the-artists.org/artist/A.Y.-Jackson,benign
home.neopets.com/templates/homepage.phtml?pet_name=Kauvara320,phishing
ausmodels.com/,benign
thefullwiki.org/Nigger,benign
http://playarprint.com/chase/home.php?public/enroll/identifyuser-aspx-lob=rbglogon=mtc2mjk3odaznw==mtc2mjk3odaznw==&amp;amp,phishing
allcrusades.com/ARMS-OF-CRUSADES/arms-2-txt-1.html,benign
squidoo.com/Lord-Stanley-Cup,benign
http://olx.co.id/q-%7Bq%7D/aceh-di?utm_source=google&utm_medium=search&utm_campaign=search_organic&mappingUrl=1,benign
ckuik.com/Johanne_Blouin,benign
https://privatbank.ua/ua/business/otraslevyje-reshenija-dlya-biznesa/uslugi-dlya-horeca/,benign
stonefachaleta.com,phishing
trackdatabase.com/listingathletes.php?current_meet=zzzz_db291,benign
us.battle.net.ttus.asia/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,benign
www296.paypal.ca.90658.securessl-140.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP296,benign
finance.yahoo.com/news/Medline-Selects-GT-Nexus-as-iw-815356014.html,benign
marketwatch.com/investing/stock/KCKC,benign
http://www.fundicor.com/index.php?option=com_phocagallery&view=category&id=2:segundo-encuentro-ferial&Itemid=109,defacement
linkedin.com/pub/jessica-mackinnon/5/183/3ba,benign
wibw.com/sports/ncaakstate/OKC_To_Host_Big_12_Womens_Tournament__134420338.html,benign
http://www.elskinderkamerkunst.nl/jongens/category/26-cowboys-en-soldaten,defacement
thenorthernecho.co.uk/leisure/entertainment/music/9110358.Das_Rheingold__Opera_North__The_Sage_Gateshead/,benign
marsh.net/,benign
http://benchmarkms.com/projects/churches,defacement
123people.co.uk/s/matt+mccullough,benign
https://mitsui-jyuku.mixh.jp/uploads/3670nH6.exe,malware
findarticles.com/p/articles/mi_qn4179/is_20020606/ai_n11782783/,benign
filedocudrive.com,phishing
www.cs.kuleuven.be/~phil/GI/,phishing
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=va3bjp&id=I3291,benign
movies.msn.com/movies/movie/hamlet-2/,benign
http://www.billh.net/camelotcraftingdaoc/phpBB2/viewtopic.php?p=5070,defacement
en.wikipedia.org/wiki/Basil_Bark,benign
parentdish.com/2010/02/08/twilight-star-kellan-lutz-to-star-in-underwear-ads/,benign
uneternal.com/remax3/remax1/index.htm,benign
flatscreentvstands.biz/vizio-vf552xvt-55-inch-class-xvt-series-truled-240hz-sps-led-lcd-vizio-internet-apps-hdtv/,benign
nytimes.com/keyword/kemper-arena,benign
j872867.myjino.ru,phishing
colin-harvey.suite101.com/charlie-hustons-already-dead-a22742,benign
www.zgmmzzw.com/img/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,benign
en.wikipedia.org/wiki/Programmable_Array_Logic,phishing
http://www.banane.cz/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=28&category_id=10&option=com_virtuemart&Itemid=1,defacement
noiroftheweek.com/2009/01/devil-thumbs-ride-1947.html,benign
freebase.com/view/en/kcnl,benign
usidentify.com/l/pounder,benign
http://drive-google-com.fanalav.com/f63ae3d9ca739abf685caac40c9100d7/,phishing
chiefswarroom.net/kcwarroom/tyrer.shtml,benign
zacheven-esh.com/a-gift-vintage-joe-weider-bodybuilding-course/,benign
http://www.wingert-sonnenschutz.de/index.php?option=com_content&view=article&id=47&Itemid=64,defacement
amatower.ph/ama-tower-ortigas-concept/technology-it-hub/,benign
blogs.wsj.com/speakeasy/2010/05/05/babies-can-you-escape-the-coming-feature-film-director-thomas-balmes-sounds-off/,benign
jonesbootmaker.com/main/home/,benign
evri.com/person/bernie-ruoff-0x821ec,benign
http://www.cigabin.com/visiemissie.html,defacement
jebikes.com/tag/mongoose-bmx/,benign
en.wikipedia.org/wiki/Category:National_Hockey_League_All-Star_Games,benign
recordsofwar.com/iwo/4thmardiv/iwodead.htm,benign
http://center-translate.ru/index.php/oshibki-perevodchikov,defacement
www.sfc.samsung.co.kr/en/products/summary02.asp,phishing
thegazette.com/2011/11/17/former-hawkeyes-finding-success-in-early-basketball-season/,benign
sourceforge.net/projects/salmon,phishing
http://metro.co.uk/2015/04/04/fancy-a-seven-bedroom-detached-house-for-150k-head-to-yorkshire-5135209/,benign
http://www.kloster-hornbach.de/de/klosterhotel/romantiker/geschichte-a-chronik,defacement
www.fao.org/DOCREP/004/Y1873E/y1873e0a.htm,phishing
service.confirm.paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed.548d57s5656.friponne.fr/,benign
http://www.ets-audio.de/download/view.download/4/21.html,defacement
http://www.maquinaval.org.ar/wp-content/uploads/2009/cgi/https/secure.eveonline.com/login.aspxReturnUrl2fAccountManMenu.aspx3faid3d103543aid193543.html,phishing
http://www.eroscarboni.com/index.php?option=com_content&view=article&id=101:racingto2009byherbots&catid=5:press&Itemid=53,defacement
http://detail.b2b.hc360.com/detail/turbine/action/ajax.SearchBarCommonAjaxAction/eventsubmit_doGetsearchzurl/doGetsearchzurl,malware
www.gamestats.com/objects/700/700186/,phishing
www.comp.hkbu.edu.hk/~aoc,phishing
https://debbyfoodshop.com/wp-admin/jay/0nfile/oneddrive/login-option.php,phishing
chinesemov.com/actors/Jet.html,benign
https://3q9h.timeisletitgo.ru/1504794669.exe,malware
cardiogenix.com/power_to_achieve.html,benign
pview.findlaw.com/view/2594981_1,benign
http://www.fluidindustries.com.au/index.php?option=com_content&view=article&id=10&Itemid=11,defacement
geni.com/people/Thomas-Hamilton/6000000005080361310,benign
mail.cityphoenixaz.com/~dolphin/paypal/,benign
americantowns.com/nj/trenton/news/pumpkin-patch-farms-and-pumpkin-picking-guide-for-new-jersey-nj-10761,benign
comfibook.com/n/Andre+Chagas,benign
http://sladkiybuket.net/index.php?option=com_content&view=article&id=53&Itemid=57,defacement
cuofamerica.com/,benign
encyclopedia2.thefreedictionary.com/Kanun,benign
catholicweb.com/,benign
pro-football-reference.com/players/M/MazuFr00.htm,benign
www.emobilemoneymachines.com/paypal/webscr.htmcmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8/,benign
http://www.ricardoitalo.com.br/portal/index.php?option=com_weblinks&view=categories&Itemid=98,defacement
blogs.zdnet.com/hardware/,phishing
themexp.org/preview.php?mid=180915&type=wp&view=downloads&page=&cat=&name=mistic+lake.zip&proddesc=Wallpaper&catdesc=Scenery&namedesc=mistic%20lake,benign
http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=36&Itemid=55,defacement
tributes.com/browse_obituaries?city=Winchester&state=TN,benign
flixster.com/actor/carleton-young,benign
oursportscentral.com/services/releases/?id=4072611,benign
docs.google.com/a/mcc.edu/spreadsheet/viewform?formkey=dEhkWlV6VktTOGlldkd6VndhWkxRN2c6MQ,benign
xbox360.gamespy.com/xbox-360/overlord/,phishing
pergam-club.ru.hypestat.com/,benign
fromtheboards.wordpress.com/2011/05/17/the-shift-is-on-denneycoughlin-pair-up/,benign
www.netbsd.org/Ports/amiga/,phishing
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.98842551596541054654695421054669451215645654609885421254698494.bbwhotbabes.com/service/reboot.php,benign
http://depositphotos.com/login.html?url=%2F48869087%2Fstock-photo-couple-in-love-at-sunset.html,benign
https://www.bcpzonasegurabeta.viabcp.com.saharadew.com/m/iniciar-sesion,phishing
pastehtml.com/view/bqsoktmy1.html,benign
ncbi.nlm.nih.gov/pubmed/17876910,benign
http://www.vfleberstadt.de/index.php?option=com_phocagallery&view=category&id=1&Itemid=54,defacement
localpages.ie/area.aspx?county=Dublin&area=Rosemount%20Business%20Park_Dublin,benign
www.lifealwaysbegins.com/battery_drain/cache06-25-2012/www.paypal.com/www.paypal.com/,benign
formula1.about.com/od/schedule/a/2008f1schedule.htm,benign
answers.com/topic/bank-of-america-corporation,benign
paypal.com.sistemasfl.com/paypal.fr/,benign
scrapbookstoreslist.com/states/pennsylvania.html,benign
concretefinishers.co.uk/page/fiddlers_ferry_power_station,benign
columbiamissourian.com/stories/2010/02/12/heartland-mens-chorus-sings-mid-missouri/,benign
http://www.slaviacapital.cz/tlacove-spravy-eng/slavia-capital-sold-heating-firm-energy-snina-to-grafobal-group-energy,defacement
pemuda.pas.org.my/tmp/_joomla_openid_store/nonces/old/1/iper/,benign
http://www.kamasua.com.br/index2.php?option=com_virtuemart&Itemid=134&pop=1&tmpl=component,defacement
myspace.com/gabrielledestroismaisons/stream/blogs,benign
secure.runescape.com.secure.yu-login.com/m=weblogin/loginform.html?mod=www&ssl=0&dest,benign
taipei.taiwantrade.com.tw/,benign
tampalawblog.blogspot.com/,benign
http://5.189.182.188/beastmode/b3astmode.arm,malware
ultimate-guitar.com/tabs/beneath_the_massacre_tabs.htm,benign
matchviewss.cf,phishing
catalog.hathitrust.org/Record/005820768,benign
wiki.answers.com/Q/What_is_the_phone_number_for_Fiddlers_Ferry_power_station,benign
http://www.ninopizzaria.com.br/index.php?option=com_content&view=article&id=109&Itemid=166,defacement
blu-ray.com/movies/Brokeback-Mountain-Blu-ray/3741/,benign
ufdc.ufl.edu/UF00098809/00412,benign
michigan-football.com/,benign
www.chao-yue.net/images?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,benign
cnpp.usda.gov/dietaryguidelines.htm,benign
niraikanai.wwma.net/pages/wildhorse/chap1-1.html,benign
www.di.fc.ul.pt/~jpn/gv/,phishing
https://www.hybrid-analysis.com/sample/40c847b3cbbd4bd8dac09459162790bf979db2c4dbdd8901e2a688899a375364?environmentId=2,malware
linkedin.com/pub/charlie-ross/16/A29/165,benign
http://www.ets-audio.de/download/view.download/12/12.html,defacement
www.mmichaelmetals.com.cy/wp-content/plugins/yd-recent-posts-widget/timthumb/cache/talktalk/,benign
www.balt-net.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam,benign
noksapyoungm.com,phishing
youtube.com/watch?v=f4myea8-OTI,benign
hockeyfights.com/quickhits/entry/zdeno-chara-hits-max-pacioretty,benign
experts.martindale.com/Kelley-Clarence-M-Associates-Of-Kansas-City-Inc/92668db1-Expert.html,benign
http://atwiki.jp/wiki/%E3%83%97%E3%83%AD%E3%83%86%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88,benign
people.famouswhy.com/marlin_briscoe/,benign
airport.globefeed.com/Canada_Nearest_Airport.asp,benign
http://naadbank.com/index.php?option=com_content&view=section&layout=blog&id=3&Itemid=44,defacement
http://www.bullshappiness.com/nl/afbeelding.html?start=20,defacement
http://www.motechsolutions.co.uk/freehealthcheck-form.html,defacement
freia-studio.ru,phishing
mp3lyrics.org/a/anybody-killa/in/,benign
bearbens.com/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbnMuY29tuhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAwNTY3NQ==,benign
wolfpackchoir.blogspot.com/,benign
http://www.abelmannconsulting.de/de/webagentur/content-management?tmpl=component&print=1&page=,defacement
history.navy.mil/danfs/a12/arneb.htm,benign
en.wikipedia.org/wiki/Virgil_Thomson,benign
http://digg.com/video/we-watched-this-pass-at-least-20-times-and-were-still-confused,benign
corporationwiki.com/Georgia/Carrollton/aubrey-silvey-enterprises-inc-4287865.aspx,benign
www.topix.com/business/healthcare,phishing
ohiodinner.com/tiffin/,benign
www.golfingintheohiovalley.com/wp-content/uploads/remax/remax/index.htm,benign
pornhub.com/pornstar/charley-chase,benign
fanpix.net/gallery/patricia-ellis-pictures.htm,benign
http://restaurantecuevaspalacios.com/aaaz.png,phishing
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqpsObj-q6KqMnJnflEfxMOpyYfsoSEc42QZvNK2YcsON1xHiYHKGhbrta5FtfheMWKd-nOGy1eAC1vyjXAlLUZOga5_jF94OFQSP3cEXN6Yz0AiGyA-BHKfyRKUhsZOuTkNBJasR-8uzEwbcWNeymmE6q2Fwvyb_CJanaqOGLuAh2GkvUZ6ZTh36P3ZcT82U-V-DsR5eykJM4Hmw5dYm7B2nNVVQ==&amp;attredirects=1,benign
amazon.com/Critical-Social-Issues-American-Education/dp/080584452X,benign
http://www.saludyestetica.cl/g/index.php?view=article&catid=35:productos&id=52:faja-reductora-de-latex&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=100,defacement
wrestleholic2001.com/autre/Rougeaubrothers_2.shtml,benign
slashfilm.com/votd-awesome-movie-theater-marriage-proposal/,benign
http://dyetr.com/index.php?view=article&catid=42:haberler&id=90:vatandaslikders&tmpl=component&print=1&layout=default&page=&option=com_content,defacement
slovenia.info/?drugi_sporti=0,benign
http://www.mbdalmezun.com/fotograflar/category/46-2009-mezunlarimiz.htm,defacement
http://www.motiv8.cz/management/empowerment-muze-byt-metodou-rozvoje-lidskeho-potencialu-nejen-praci-se-zamestnanci.html,defacement
http://crosstownstation.com/cs/index.html?option=com_content&view=article&id=68&fontstyle=f-default,defacement
paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf6543218747841hjk41231.propiedadesallende.cl/get-into/get-into/c5b40493765454a2a8f81410db15a629/wbsccr.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436574ef117fe2e51abf4443a5dd0eac768774ef117fe2e51abf4443a5dd0eac7687,benign
http://www.surfgadget.com/high-power-wifi-adapter.html?page=shop.browse&manufacturer_id=10,defacement
ezinemark.com/a/claude-gaveau/,benign
freepages.genealogy.rootsweb.ancestry.com/~jekenny/plandreville.htm,benign
http://fanpage.gr/viral/perierga/%ce%b1%cf%83%cf%85%ce%bb%ce%bb%ce%b7%cf%80%cf%84%ce%bf-%ce%b4%ce%b5%ce%af%cf%84%ce%b5-%cf%84%ce%b9-%ce%b5%ce%af%cf%87%ce%b5-%cf%83%cf%84%ce%b7%ce%bd-%ce%ba%ce%bf%ce%b9%ce%bb%ce%b9%ce%ac-%cf%84%ce%b7/,benign
tube4gay.com/rss/twinks-com/,benign
lovefilm.com/film/Mad-About-Mambo/4522/review,benign
https://lecoindumedecin.poleinternet.com/wp-content/plugins/plugins/csc/signin.php?cmd=_chase-signin=&amp;e96b8b2c5342f50757e0c16301f76904=&amp;dispatch=89c2e45c543d14edbe30d0669fea2c1a73e0dcd0,phishing
http://www.raci.it/prodotti/collari-distanziatori-e-accessori/63-anticorrosivi.html,defacement
www.aoeonline.co/wp-includes/js/ybs.co.uk/online.ybs.co.uk/public/authentication/login1.do.htm,benign
songsterr.com/a/wsa/all-shall-perish-awaken-the-dreamers-guitar-tab-s31022t0,benign
bluesmontreal.com/calendar.html,benign
http://www.ant-u.com/x.txt,defacement
mylife.com/c-1445444903,benign
baseballlibrary.com/ballplayers/player.php?name=Curt_Roberts_1929,benign
en.wikipedia.org/wiki/Capital_Bars_plc,benign
http://www.fitasylum.com/index.php/blog/nutrition/104-control-emotional-eating,defacement
jr.com/samsung/pe/SAM_UN40D6000/,benign
kgw.com/sports/timbers/Timbers-announce-ticket-prices-for-2012-season-128831618.html,benign
www.fullswingmarketing.com/wp-includes/images/crystal/Abbey/Logon.php,benign
myspace.com/monstermusicandmovies,benign
http://distractify.com/post/related/id/5550afaf4a0c4b744e84eae6/skip/30/limit/10/back/0,benign
www.w3.org/TR/xml-events/,phishing
flixster.com/actor/columbus-short,benign
corporationwiki.com/Florida/Vero-Beach/mcgee-howle-and-associates-architects-inc-2570445.aspx,benign
nas.edu/,benign
dnbnoise.co.uk/6035220562/login3848465/,benign
http://dhc-sport.com/index.php?page=shop.browse&category_id=34&option=com_virtuemart&Itemid=53,defacement
journals.cambridge.org/action/displayJournal?jid=ROB,phishing
www.annatavlor.se/images/www.vodafone.co.uk/index.html,benign
pipl.com/directory/name/Devine/Fred,benign
springvalleygirlsbasketball.com/,benign
pipl.com/directory/people/Glenn/Earle,benign
paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com/20756c289ee496f52a6b97234f5e1fee/,benign
www.keeme.com.cn/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;amp;app=com-d3,benign
folkways.si.edu/albumdetails.aspx?itemid=1187,benign
democraticspace.com/canada2008/ontario/st-catharines/,benign
123people.ca/s/marc+regimbal,benign
commercialdriveproductions.com/,benign
tools.ietf.org/html/rfc2709,phishing
lyricstime.com/axel-rudi-pell-the-clown-is-dead-lyrics.html,benign
https://500px.com/photo/12990353/macro-2-x10-by-dragox-photo-?from=set&set_id=386725,benign
oldgamez.de/games/500/www.paypal.co.uk/login/ipoi/confirm.htm?cmd_submitaccess0023044-submit=data_refund,benign
dictionary.reference.com/browse/Zillah,benign
msheridanstudio.com/,benign
openpublicservices.cabinetoffice.gov.uk/,benign
entertainmentearth.com/prodinfo.asp?number=HNR34380,benign
sourceforge.net/projects/keurochange/,phishing
tomconstanten.com/bio.htm,benign
http://www.verrijzenisgemeenschap.nl/index.php?option=com_content&view=article&id=54&Itemid=69,defacement
usafreserveband.af.mil/recordings/concertband/americanhero/index.asp,benign
mudcat.org/thread.cfm?threadid=5588,benign
http://www.gartmarine.ru/index.php?option=com_content&view=article&id=1&Itemid=9,defacement
firststep-apbt.com/,benign
www.kerstpakkettenexpert.org/wp-content/plugins/contact-form-7/modules/akismt.php?/ibpflogin/bradescoSessao.jsf?CTL=00,benign
spartantool.us,phishing
s-deluxe.com/txawf/hredi/emma/emma.htm,benign
en.wikipedia.org/wiki/Phil%C3%A9mon_Cousineau,benign
berlinpainting.com/,benign
sabilich.net/GRcntrlde/_webscr.php?nxEXEC=d2Vic2NyX3ByaW0ucGhwP254RVhFQz1kMlZpYzJOeUxuQm9jRDlqYldSZlBXMWxiV0psY2k1MlpYSnBabms9&sdr01=aGVpenVuZ0BhcmNvci5kZQ=Message-ID:,benign
http://111.42.66.52:60760/Mozi.m,malware
sports.espn.go.com/,benign
mancentral1.blogspot.com/2009/08/peter-danganan-under-wear-show.html,benign
http://correios.com.br/sobre-correios/educacao-e-cultura/centros-e-espacos-culturais-dos-correios/museu-correios,benign
www.perl.com/pub/atom.xml,phishing
youtube.com/watch?v=cO7rF_XbI6Y,benign
slantmagazine.com/film/review/babies/4796,benign
boards.ancestry.netscape.com/thread.aspx?mv=flat&m=342&p=surnames.cupp,benign
http://www.wsnc.org.au/component/jcalpro/view/1040,defacement
moraylabs.com/,benign
5r6htyze75.ydxcgh9hqn.madpendesign.com.au,phishing
ca.linkedin.com/pub/lindsay-parris/26/417/b74,benign
andromedatechnologies.co.in,phishing
ds.ign.com/objects/142/14257454.html,benign
https://schachkraft.de/login/myaccount/signin/,phishing
denverpost.com/broncos/ci_15404029,benign
astrojapan.com/,benign
http://olx.co.id/i2/rumah-tangga/perlengkapan-rumah/perlengkapan-makan/rumah-tangga/perlengkapan-rumah/perlengkapan-makan,benign
https://alergiaalpolen.com/authorization/home/047bf3d1e05bc9c186e179c900e40a8a/?cmd=login=www.chaseonline-com/account/service/chase-technical-department,phishing
www.epinions.com/cmd-review-413D-14166CB-39F03EA5-prod1,phishing
exporevue.com/artistes/fr/radisic/musicians.html,benign
hclugano.ch/index.cfm?fuseaction=m13.home&newsDetail=140&type_news=Shop,benign
rootsweb.ancestry.com/~ussnei/2NB1850.htm,benign
groups.yahoo.com/group/forum_emis_wpkl/,benign
http://torcache.net/torrent/ACD4F3175F2F2EBF6A348B24EC2D2359900A6F42.torrent?title=[kickass.to]the.big.bang.theory.s08e16.hdtv.x264.lol.ettv,benign
alturl.com/fwy9v,benign
homepages.rootsweb.ancestry.com/~schwartz/Tremble/gen05.htm,benign
geni.com/people/Pauline-Hemingway/6000000006893834048,benign
robertedwardauctions.com/auction/2008/1388.html,benign
http://45.95.169.232/bins/arm5,malware
http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E8%8A%B1%E7%93%B6%E6%8B%BC%E8%B4%B4%E7%94%BB/,malware
hawnaytroof.com/,benign
boxforminteriordesign.ph,phishing
youtube.com/watch?v=0sTbjti8Tes,benign
archive.org/stream/768164_3/768164_3_djvu.txt,benign
powertothepixel.com/events-and-training/pttp-events/london-forum-2009/speaker/lizzie-francke,benign
myspace.com/gipsymundonuevo,benign
www.gamespot.com/ps/adventure/legacyofkainsoulreaver/,phishing
policy.msbanet.org/kansascity/showpolicy.php?file=KC-C.KCY,benign
last.fm/music/Les+Colocs,benign
secure3ds.h19.ru/,benign
www.springer.com/computer/artificial/journal/10601,phishing
myspace.com/tijuasjemmy17,benign
www.macronimous.com/resources/bending_text_effect_with_FireworksMX.htm,phishing
absoluteastronomy.com/topics/Roger_Casement,benign
melrose-sovereign.com/,benign
docstoc.com/docs/72031554/JEWISH-FEDERATION-GREATER-VANCOUVER,benign
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=12&Itemid=13,defacement
http://motthegioi.vn/ly-dich/thuong-xuyen-bi-hon-ma-ruot-duoi-trong-giac-mo-do-la-diem-gi-186742.html,benign
http://www.ikenmijnkunst.nl/index.php/component/content/article/1-exposities/36-open-atelier-zaterdag-2-en-zondag-3-juni-2012,defacement
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-2530,benign
hilltimes.com/dailyupdate/view/86,benign
waxidermy.com/marty-paich-piano-quartet/,benign
realtypropertyfile.us,phishing
fb-safetyunblock.000webhostapp.com,phishing
amazon.com/Scoop/dp/B000MKIR80,benign
bayareagardening.biz/2011/03/need-a-low-cost-computer-upgrades-in-the-bay-area/,benign
dcu.blog.dccomics.com/2011/03/02/diane-lane-cast-as-martha-kent-in-warner-bros-pictures%e2%80%99-and-legendary-pictures%e2%80%99-new-superman-movie/,benign
rottentomatoes.com/celebrity/peter_keleghan/,benign
http://madmonktattoo.com.au/index.php?option=com_contact&view=contact&id=1&Itemid=2,defacement
sympatico.ca/,benign
linkedin.com/pub/dir/rene/russo,benign
http://www.bkr-laserscanning.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5ia3ItbGFzZXJzY2FubmluZy5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD01NzpoYXVzdGVjaG5payZjYXRpZD00MTppbmhhbHRlJkl0ZW1pZD02MA==,defacement
amazon.com/Paranoid/dp/B001L99XXO,benign
hometheaterforum.com/t/272634/so-you-think-you-can-dance-season-4/60,benign
miville.net/,benign
yelp.com/biz/extraco-banks-temple-3,benign
192.com/atoz/people/joy/robert/,benign
www2.latech.edu/~acm/helloworld/prolog.html,phishing
www.forcimsa.com/logs/sys/update/infosy/confirmation/newupdate2012/info/account/update/,benign
http://www.sezioneanatreviso.it/index.php?option=com_content&view=article&id=167:alpini-dell-anno&catid=60:appuntamenti,defacement
hrsta.org/discography.html,benign
http://deboerschilders.nl/index.php/projecten/2-vereniging-van-eigenaren/detail/7-zuidersingel-vve-2?tmpl=component,defacement
girlsmodelshostess.com/,benign
uscourts.gov/EducationalResources/ClassroomActivities/RealLifeScenarios/TextingWhileDriving/DifferencesBetweenOpeningAndClosingArgs.aspx,benign
blog.vngiasu.net/wp-content/themes/sportpress/js/soup/estep.php,benign
http://motthegioi.vn/the-gioi-mang/my-nu-lo-vung-kin-khi-tu-suong-csgt-ha-noi-mua-nuoc-cho-an-xin-187446.html,benign
facebook.com/people/Marie-France-Cyr/640285818,benign
flickr.com/photos/nursingpins/3735406193/,benign
seeklyrics.com/lyrics/The-Donnas/Rock-n-Roll-Machine.html,benign
http://www.lovas.cz/cs/pension/online-objednavka-ubytovani.html?view=rsform,defacement
rekrims.net/PLO5XIde/webscr_prim.php?cmVrcmltcy5uZXQ=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwOTc2MQ==,benign
http://dypreprint.com/linian.html,defacement
www.russel.org.uk/blog/2006-04-24-11-59,phishing
seattletimes.nwsource.com/html/localnews/2008001287_webfoot16.html,benign
canyouskate.com/,benign
amazon.com/Divo-straordinaria-Giulio-Andreotti-NON-USA/dp/B001W8FWXE,benign
www.webring.com/hub,phishing
achievement.org/autodoc/page/lin0bio-1,benign
http://sydsfj.com/job/html/3.html,defacement
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18540,benign
http://www.unfallhilfe-bayern.de/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy51bmZhbGxoaWxmZS1iYXllcm4uZGUvaW5kZXgucGhwL3VuZmFsbC1pbS1hdXNsYW5k,defacement
carlosweb.hubpages.com/hub/Top-ten-Canadian-Women,benign
http://hollywoodlife.com/2013/06/04/hailee-steinfeld-cfda-awards-makeup-2013-lipstick/,benign
atvadventures.com/mesquite--nevada/index.html,benign
'paypal.com.nishhilton.asia.lk/paypal\%20verification/c8196f64ae78d156d31d5de22d3814ee/',benign
https://medium.com/@nikilsaval/finishing-school-e95659e92dd9?source=has-recommended,benign
cjnews.com/news/montreal/about-town-week-nov-17,benign
