url_length,hostname_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_special_chars,num_params,num_subdomains,has_ip,has_https,has_at_symbol,has_double_slash_redirect,has_port,is_shortened,has_suspicious_tld,has_executable_extension,suspicious_word_count,brand_name_count,entropy_url,entropy_hostname,digit_ratio,type
27.0,13.0,14.0,0.0,2.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.736,3.239,0.037,benign
15.0,14.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.039,0.0,benign
44.0,44.0,0.0,0.0,1.0,3.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.289,4.289,0.341,phishing
39.0,16.0,23.0,0.0,4.0,0.0,1.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.833,3.281,0.026,benign
55.0,12.0,35.0,0.0,2.0,0.0,1.0,4.0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.436,3.418,0.309,malware
31.0,11.0,6.0,13.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.414,3.096,0.065,benign
158.0,18.0,28.0,104.0,2.0,0.0,0.0,5.0,12.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.191,3.017,0.076,defacement
33.0,11.0,22.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,3.278,0.03,benign
55.0,14.0,41.0,0.0,2.0,3.0,0.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.505,3.325,0.073,benign
23.0,10.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263,3.322,0.0,benign
12.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.418,3.278,0.0,benign
29.0,13.0,16.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.797,3.239,0.103,benign
23.0,10.0,13.0,0.0,1.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089,3.122,0.435,benign
49.0,14.0,35.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.306,3.664,0.0,benign
112.0,15.0,16.0,73.0,2.0,0.0,1.0,4.0,5.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642,3.14,0.045,defacement
80.0,15.0,10.0,47.0,3.0,0.0,1.0,3.0,4.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.498,3.323,0.05,defacement
45.0,19.0,21.0,4.0,3.0,0.0,0.0,2.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341,3.471,0.044,phishing
16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625,3.625,0.0,phishing
113.0,21.0,10.0,74.0,3.0,0.0,1.0,3.0,6.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.675,3.523,0.053,defacement
30.0,17.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.803,3.41,0.0,benign
69.0,23.0,46.0,0.0,2.0,0.0,4.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,3.621,0.058,benign
249.0,148.0,12.0,88.0,25.0,3.0,1.0,1.0,83.0,34.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.859,4.655,0.333,benign
102.0,16.0,20.0,65.0,4.0,1.0,2.0,2.0,5.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009,3.5,0.049,benign
103.0,15.0,81.0,0.0,2.0,5.0,2.0,6.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305,3.006,0.0,benign
27.0,11.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676,3.096,0.0,benign
62.0,49.0,13.0,0.0,4.0,0.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.037,3.747,0.0,benign
85.0,18.0,10.0,49.0,2.0,0.0,1.0,3.0,6.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.488,3.308,0.071,defacement
31.0,11.0,6.0,13.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.503,3.096,0.0,benign
40.0,12.0,19.0,8.0,2.0,0.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646,3.418,0.125,benign
66.0,15.0,15.0,28.0,2.0,0.0,0.0,5.0,6.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.556,3.64,0.091,malware
70.0,12.0,58.0,0.0,1.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.254,3.189,0.129,benign
79.0,16.0,55.0,0.0,1.0,0.0,0.0,5.0,22.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.798,3.875,0.278,phishing
41.0,20.0,14.0,6.0,3.0,0.0,0.0,2.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.211,3.446,0.049,benign
26.0,18.0,8.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844,3.53,0.0,phishing
85.0,18.0,67.0,0.0,1.0,9.0,0.0,5.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.39,3.308,0.141,benign
60.0,12.0,41.0,0.0,2.0,2.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.448,3.252,0.0,defacement
253.0,11.0,5.0,229.0,2.0,1.0,0.0,3.0,66.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.637,3.027,0.261,benign
68.0,15.0,53.0,0.0,1.0,9.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,3.374,0.074,benign
116.0,20.0,89.0,0.0,4.0,5.0,0.0,6.0,7.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.607,3.546,0.06,defacement
13.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.239,3.085,0.0,benign
32.0,15.0,4.0,12.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101,3.24,0.0,phishing
26.0,14.0,12.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.873,3.182,0.115,phishing
80.0,15.0,58.0,0.0,2.0,1.0,0.0,8.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.312,3.507,0.025,phishing
43.0,14.0,23.0,5.0,2.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.397,3.468,0.07,benign
141.0,48.0,85.0,0.0,2.0,0.0,0.0,5.0,45.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.209,4.096,0.319,phishing
110.0,26.0,18.0,58.0,3.0,0.0,1.0,4.0,2.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.637,3.719,0.018,defacement
75.0,25.0,50.0,0.0,3.0,0.0,1.0,7.0,8.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,3.783,0.107,benign
27.0,9.0,18.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.736,2.948,0.0,benign
20.0,11.0,9.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.784,3.096,0.2,benign
15.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.457,3.325,0.0,benign
64.0,16.0,10.0,30.0,3.0,2.0,0.0,3.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.422,3.078,0.016,defacement
47.0,16.0,31.0,0.0,2.0,0.0,2.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341,3.453,0.043,benign
16.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,3.774,0.0,benign
115.0,9.0,99.0,0.0,1.0,0.0,0.0,4.0,47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,2.948,0.409,benign
23.0,22.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556,3.447,0.0,benign
65.0,20.0,45.0,0.0,3.0,0.0,0.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.647,3.684,0.031,benign
39.0,9.0,23.0,0.0,2.0,0.0,0.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.055,2.948,0.179,defacement
15.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.64,3.322,0.067,benign
44.0,18.0,15.0,10.0,3.0,0.0,0.0,3.0,7.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.371,3.266,0.159,benign
39.0,18.0,21.0,0.0,1.0,0.0,0.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.334,3.684,0.256,benign
46.0,10.0,36.0,0.0,1.0,3.0,0.0,3.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,3.122,0.217,benign
41.0,27.0,7.0,0.0,3.0,2.0,0.0,3.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.155,3.828,0.0,defacement
55.0,24.0,31.0,0.0,2.0,1.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.241,3.72,0.0,benign
23.0,23.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.654,3.654,0.0,malware
31.0,10.0,21.0,0.0,1.0,2.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,3.122,0.226,benign
31.0,11.0,6.0,13.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.414,3.096,0.065,benign
50.0,14.0,36.0,0.0,2.0,0.0,3.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.461,3.522,0.18,benign
15.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.64,3.522,0.0,benign
65.0,16.0,32.0,9.0,3.0,2.0,0.0,4.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249,3.156,0.0,defacement
42.0,15.0,27.0,0.0,2.0,1.0,0.0,5.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.374,0.119,benign
56.0,12.0,44.0,0.0,1.0,5.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011,3.252,0.0,benign
48.0,14.0,34.0,0.0,1.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127,2.985,0.0,benign
26.0,13.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,3.7,0.0,benign
30.0,18.0,12.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3.614,0.0,benign
53.0,18.0,19.0,15.0,3.0,0.0,0.0,2.0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.557,3.461,0.094,benign
56.0,24.0,32.0,0.0,2.0,1.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.298,3.72,0.0,benign
93.0,10.0,83.0,0.0,1.0,6.0,1.0,5.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,3.322,0.161,benign
68.0,18.0,50.0,0.0,3.0,5.0,0.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.331,3.614,0.103,benign
32.0,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769,3.769,0.0,phishing
39.0,19.0,13.0,0.0,3.0,1.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.038,3.432,0.0,defacement
18.0,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.614,3.499,0.0,benign
112.0,20.0,10.0,74.0,4.0,1.0,1.0,3.0,10.0,22.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.862,3.784,0.089,defacement
95.0,10.0,85.0,0.0,1.0,10.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.246,3.122,0.0,benign
23.0,14.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849,3.379,0.0,benign
31.0,12.0,19.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.954,2.855,0.0,benign
55.0,14.0,22.0,18.0,2.0,0.0,0.0,2.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.688,3.522,0.236,benign
114.0,19.0,10.0,77.0,3.0,1.0,1.0,3.0,8.0,21.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.601,3.326,0.07,defacement
42.0,22.0,20.0,0.0,3.0,1.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.085,3.516,0.0,phishing
59.0,16.0,43.0,0.0,2.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,3.75,0.0,benign
40.0,15.0,25.0,0.0,2.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.203,3.507,0.025,benign
26.0,13.0,13.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.412,2.931,0.0,phishing
97.0,22.0,10.0,57.0,4.0,0.0,1.0,3.0,5.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656,3.664,0.052,defacement
38.0,15.0,23.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,3.323,0.0,phishing
89.0,24.0,58.0,0.0,3.0,3.0,0.0,5.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.624,3.439,0.045,defacement
236.0,137.0,99.0,0.0,9.0,7.0,0.0,3.0,90.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.92,4.721,0.381,benign
32.0,16.0,16.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.015,3.453,0.0,phishing
29.0,12.0,17.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.539,3.022,0.0,benign
104.0,11.0,10.0,75.0,2.0,5.0,1.0,3.0,19.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,2.914,0.183,defacement
80.0,16.0,3.0,52.0,2.0,0.0,0.0,3.0,8.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.214,3.328,0.1,malware
36.0,8.0,28.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.861,2.75,0.0,benign
18.0,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.461,3.337,0.0,benign
29.0,12.0,17.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.771,3.252,0.103,benign
84.0,19.0,10.0,47.0,4.0,0.0,1.0,3.0,4.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,3.326,0.048,defacement
43.0,22.0,21.0,0.0,2.0,1.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.187,3.477,0.093,benign
32.0,12.0,7.0,0.0,4.0,0.0,0.0,3.0,14.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.867,2.459,0.438,malware
75.0,16.0,59.0,0.0,2.0,0.0,5.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,3.453,0.0,benign
31.0,11.0,6.0,13.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.503,3.096,0.065,benign
30.0,25.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.098,3.673,0.033,benign
44.0,11.0,33.0,0.0,1.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.272,3.096,0.091,benign
50.0,12.0,38.0,0.0,1.0,0.0,0.0,3.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.783,3.022,0.34,benign
47.0,19.0,28.0,0.0,2.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,3.471,0.085,benign
65.0,13.0,52.0,0.0,2.0,5.0,0.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.486,3.181,0.154,benign
107.0,19.0,10.0,70.0,3.0,0.0,1.0,3.0,11.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,3.432,0.103,defacement
17.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.455,3.455,0.059,phishing
33.0,20.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.801,3.341,0.0,phishing
53.0,27.0,26.0,0.0,3.0,1.0,0.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.468,3.792,0.113,benign
26.0,14.0,12.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,3.182,0.115,phishing
39.0,14.0,25.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.324,3.379,0.0,benign
73.0,17.0,56.0,0.0,2.0,0.0,3.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.277,3.499,0.0,benign
34.0,16.0,18.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.958,3.453,0.0,benign
49.0,15.0,34.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.306,3.507,0.102,benign
33.0,12.0,21.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.006,3.085,0.0,benign
